SKU;Nome do produto;Categoria;Subcategoria;Descricao curta;Descricao completa;Unidade de venda;Qtd por embalagem;Marca;URL da imagem;Status;Estoque;Tem Variacao
480045;Papel Toalha 1000fl Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Juazeirinho;;Ativo;10;NAO
480046;Papel Hig 8x300, 300mt, 100% Cel;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Supremo Gold;;Inativo;0;NAO
480048;Papel Hig 8x300 220mt Branco;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Utimix;;Inativo;0;NAO
480049;Papel Higi. F.simples 16x4x30mt Familiar- Supremo;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;;;Ativo;59;NAO
480050;Papel Hig Bco F/s C/64 Rolos 30mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Fofex Soft;;Inativo;0;NAO
480051;Papel Hig.interf.c/10000 Fls (cai Cai);Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Indaial;;Ativo;5;NAO
480052;Papel Hig Interf.f.d C/8000 (cai Cai);Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Indaial;;Inativo;0;NAO
480053;Papel Toalha 1250 Fls Bco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480054;Papel Toalha P/cozinha FD 12x2 C/50fls;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Sorella;;Inativo;0;NAO
480055;Papel Toalha 1250fls, 100% Cel 23x21;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480056;Papel Hig 8x300 220mt Branco;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Danpel;;Inativo;0;NAO
480057;Papel Hig 8x300 Plus;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Elite;;Inativo;0;NAO
480058;Lençol Hosp 70x50 Branco;Outros;Outros;Produto profissional;;Fardo;1;Maciez;;Inativo;0;NAO
480059;Lençol Hosp 50x50 100% Cel;Outros;Outros;Produto profissional;;Fardo;1;Maciez;;Ativo;5;NAO
480060;Lençol Hosp 50x50 Branco;Outros;Outros;Produto profissional;;Fardo;1;Maciez;;Inativo;0;NAO
480061;Papel Hig 8x500m 100% Cel;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Elite;;Inativo;0;NAO
480062;Papel Toalha C/1000fls 23x21 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480063;Bobina 8x100 Neutro;Outros;Outros;Produto profissional;;Fardo;1;Danpel;;Inativo;0;NAO
480064;Papel Toalha Multipell1000 23 X 21, Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;;;Inativo;0;NAO
480065;Papel Hig 8x300 220mt,100% Cel.virg;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Danpel;;Ativo;46;NAO
480066;Guardanapo 29,5x30cm, FD 24pct, 100% Celulose;Papel e Descartáveis;Guardanapo;Produto profissional;;Pacote;1;;;Inativo;0;NAO
480067;Papel Hig 8x100 M, 100% Cel;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Danpel/Diva´S;;Inativo;0;NAO
480068;Papel Toalha Bobina 8x100 100% Cel.- Angra Gold;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;;;Inativo;0;NAO
480069;Papel Hig 8x500, 500mt, 100% Cel;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Supremo Gold;;Inativo;0;NAO
480070;Papel Toalha Bob 6x200, 150m 100% Cel- Angra Gold;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;;;Inativo;0;NAO
480071;Papel Toalha C/2400 Fls 23x21 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;Danpel;;Inativo;0;NAO
480072;Papel Toalha Multipell1000 20 X 21, 100% Virgem;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;;;Inativo;0;NAO
480073;Papel Toalha 1250 Fls23x21 Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Requinte;;Inativo;0;NAO
480074;Guardanapo 19,5x18,5cm, 100% Celulose;Papel e Descartáveis;Guardanapo;Produto profissional;;Unidade;1;;;Inativo;0;NAO
480075;Papel Hig F/dupla 100% Cel 4x30m;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Velud;;Inativo;0;NAO
480076;Papel Hig F/s, 100% Cel 4x30m;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Supremo;;Inativo;0;NAO
480077;Papel Toalha FD C/1250 Fls Branco 3 Dobras;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Inativo;0;NAO
480078;Papel Toalha 750 20x21 Branco-multipell;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;;;Inativo;0;NAO
480079;Guardanapo 30x30cm Sofisticado 1200fls;Papel e Descartáveis;Guardanapo;Produto profissional;;Unidade;1;Perola;;Inativo;0;NAO
480080;Papel A4, Resma C/500fls;Outros;Outros;Produto profissional;;Unidade;1;Copimax;;Inativo;0;NAO
480081;Papel Toalha 12x2 60fls;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Absoluto;;Inativo;0;NAO
480082;Papel Higienico F/dupla 100% Cel 16x4x30mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Velud;;Inativo;0;NAO
480083;Guardanapo Luxo 33x30 CX Gde C/24un;Papel e Descartáveis;Guardanapo;Produto profissional;;Caixa;24;Lips;;Inativo;0;NAO
480084;Forro Descart.p/ Assento Sanitario C/40un;Outros;Outros;Produto profissional;;Caixa;40;;;Ativo;80;NAO
480085;Papel Toalha Bobina 8x100 100% Cel.- Supremo;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;;;Inativo;0;NAO
480086;Papel Toalha PCT C/2 60fls;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Pacote;1;Absoluto;;Inativo;0;NAO
480087;Papel Toalha Bobina Branco 20x200m;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Unidade;1;Maxx;;Inativo;0;NAO
480088;Papel Toalha 1000 23x21, Branco;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Multipell;;Inativo;0;NAO
480090;Guardanapo F/D Luxo 23x23, 50fls;Papel e Descartáveis;Guardanapo;Produto profissional;;Unidade;1;Nevada;;Inativo;0;NAO
480091;Papel Manteiga 50x70 C/400fls;Outros;Outros;Produto profissional;;Unidade;1;Lutepel;;Inativo;0;NAO
480092;Guardanapo F/D Luxo 33x33, 36x50fls Folhas;Papel e Descartáveis;Guardanapo;Produto profissional;;Unidade;1;Gold;;Inativo;0;NAO
480093;Papel Hig F/d,fd C/64 100%cel 20m;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Supremo;;Inativo;0;NAO
480094;Papel Toalha C/1000fls 23x21 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Maxx;;Ativo;68;NAO
480095;Papel Higienico F/dupla 100% Cel 16x30mt;Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Velud;;Ativo;13;NAO
480096;Papel Hig Interf.f.s C/8000fls (cai Cai);Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Unidade;1;Nobre;;Ativo;11;NAO
48022090;Papel Termico P/fax 215mmx30mt;Outros;Outros;Produto profissional;;Unidade;1;Maxprint;;Inativo;0;SIM
48025810;Papel Verge 210x297mm A4 Salmao C/100f;Outros;Outros;Produto profissional;;Unidade;1;Filipaper;;Inativo;0;SIM
48169010;Carbono A4 Preto C/100fls;Outros;Outros;Produto profissional;;Unidade;1;Hardcopy;;Ativo;7;SIM
48171000;Envelope Kraft 190x270;Outros;Outros;Produto profissional;;Unidade;1;Celucat;;Inativo;0;SIM
48181000;Papel Hig. F/s, FD C/64 RL De 30m(16x4);Papel e Descartáveis;Papel Higiênico;100% celulose, alta absorção;;Fardo;1;Perola;;Ativo;93;SIM
48182000;Papel Toalha Bobina 6x200, 100% Cel;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;Ideal;;Ativo;4;NAO
48183000;Papel Toalha C/2000 (8x250fls),100% Cel.- Supremo;Papel e Descartáveis;Papel Toalha;Alta absorção para dispensers;;Fardo;1;;;Inativo;0;NAO
48201000;Livro Protocolo/corresp 104fls;Outros;Outros;Produto profissional;;Unidade;1;Sdomingos;;Ativo;6;SIM
48202000;Caderno Ata C/fls Numeradas C/100fls;Outros;Outros;Produto profissional;;Unidade;1;Sdomingos;;Ativo;3;SIM
490089;Guardanapo F/D Luxo 23x23, FD C/48pct,50fls-nevada;Papel e Descartáveis;Guardanapo;Produto profissional;;Pacote;1;;;Inativo;0;NAO
500001;Queijo Parmesão Peça Inteira;Alimentos - Frios e Proteínas;Frios e Laticínios;Produto a granel, medido em KG;;Unidade;1;;;Inativo;0;NAO
53039099;Estopa Para Polimento;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
560001;Haste Flexivel C/75un;Outros;Outros;Produto profissional;;Caixa;75;Cotton Line;;Inativo;0;NAO
560002;Pano Mult Azul Picot RL 28cmx30mt 60 Panos-nobre;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;27;NAO
630001;Pano De Chao Alv.ref 100% Alg. 42x62;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Brulimp;;Inativo;0;NAO
630002;Pano Chao Gde Ref.100% Alg 48x76 Xadrez;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;;;Ativo;145;NAO
630003;Flanela 40 X 60;Outros;Outros;Produto profissional;;Unidade;1;Brulimp;;Inativo;0;NAO
630004;Refil Mop Umido C/rosca 190g;Outros;Outros;Produto profissional;;Embalagem (190G);1;Maxitex;;Inativo;0;NAO
630005;Refil Umido 350 Ponta Loop Cru Bralimpia;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630006;Refil Mop Po 40 X 12 Cm - Euro;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;9;NAO
630007;Refil Mop Po 60 X 12 Cm - Euro;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
630008;Refil Mop Po 80 X 12 Cm - Euro;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
630009;Mao Mecanica 75 Cm Azul;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;3;NAO
630010;Pano De Copa S/estampa A Sarja 45x70cm;Outros;Outros;Produto profissional;;Unidade;1;Brulimp;;Inativo;0;NAO
630011;Flanela 30 X 50;Outros;Outros;Produto profissional;;Unidade;1;Brulimp;;Ativo;1500;NAO
630012;Refil Mop Umido P Dob C/loop 340g Azul;Outros;Outros;Produto profissional;;Embalagem (340G);1;Maxitex;;Inativo;0;NAO
630013;Refil Mop Umido P Dob 340g(sp911p) C/loop-bettanin;Outros;Outros;Produto profissional;;Embalagem (340G);1;;;Inativo;0;NAO
630014;Pano Multiuso PCT C/05 UN;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Pacote;5;Nobre;;Inativo;0;NAO
630015;Pano De Copa C/estampa P Sarja 42x60cm;Outros;Outros;Produto profissional;;Unidade;1;Brulimp;;Ativo;150;NAO
630016;Refil Mop Umido P Dob C/loop 340g;Outros;Outros;Produto profissional;;Embalagem (340G);1;Nobre;;Inativo;0;NAO
630017;Refil Mop Umido 300g Loop Cru;Outros;Outros;Produto profissional;;Embalagem (300G);1;Bralimpia;;Inativo;0;NAO
630018;Refil Mop Umido P.cort C/rosca 340g(9109p)-bettan;Outros;Outros;Produto profissional;;Embalagem (340G);1;;;Ativo;6;NAO
630019;Refil Mop Po 60 X 15 Cm - Profi;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;17;NAO
630020;Pano De Chao Grande Alv.100% Alg. 48x76;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Brulimp;;Ativo;167;NAO
630021;Bandeira Do Estado Da Bahia 0,90 X 1,29 2 Panos;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630022;Bandeira Do Munic De Candeias 1,30x0,90 Dupla Face;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630023;Bandeira Da Cidade Do Salvador, 1,30 X 90 Cm;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630024;Bandeira Do Brasil 0,90 X 1,29 2 Panos;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630025;Bandeira Da Bahia, Tam 0,90x1,30 Reforçada;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630026;Bandeira Do Conselho, Tam 0,90x1,30 Reforçada;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630027;Bandeira Tam 1,50x1,05 Inst Prof Raimundo Pinheiro;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630028;Bandeira Munic De America Dourada 1,12x1,60 Bordad;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630029;Pano Chao Alvejado;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;;;Ativo;130;NAO
630030;Mastro P/bandeira 2,10 Alt Em Aluminio C/lança;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630031;Bandeira Da Receita Federal 0,90 X 1,30;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630032;Bandeira Do Sicomercio, 1,00 X 0,70;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630033;Pano Mult Azul 28x300mt 600 Panos;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;10;NAO
630034;Bandeira Do Brasil 1,61 X 1,13m Dupla Face;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630035;Bandeira Doestado Da Bahia 1,61 X 1,13m Dupla Face;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630036;Bandeira Da Aeo 0,90 X 1,30;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
630037;Bandeira Da Codeba 0,90 X 1,29 2 Panos;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680001;Esponja Dupla Face Utimix;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680002;Esponja De Aço C/8 Und;Outros;Outros;Produto profissional;;Unidade;1;Assolan;;Ativo;166;NAO
680003;Fibra Limpeza Leve, Azul;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;60;NAO
680004;Fibra Limpeza Pesada Verde 102x260-bettanin (9506);Produtos de Limpeza;Desincrustante e Limpeza Pesada;Produto profissional;;Unidade;1;;;Ativo;659;NAO
680005;Fibra Limp Bettaço (fibraço) Bettanin(9500);Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;500;NAO
680006;Disco Preto Removedor, Tam 35cm (9635);Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;10;NAO
680007;Disco Verde Limpeza, Tam 35cm (9835);Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680008;Fibra Limpeza Leve, Bca Macia Bettanin (9504);Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;478;NAO
680009;Disco Verde Limpeza Tam 41 Cm (9841);Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;24;NAO
680010;Disco Preto Removedor, Tam 41cm (9641);Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;9;NAO
680011;Esponja Magica Branca PCT C/10;Outros;Outros;Produto profissional;;Pacote;1;;;Inativo;0;NAO
680012;Esponja D/face Am/verm (9407);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Inativo;0;NAO
680013;Rolo Adesivo P/bolinha De Roupas;Outros;Outros;Produto profissional;;Unidade;1;Scoth Brite;;Inativo;0;NAO
680014;Esponja D/face Azul 75x110mm (9418);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Ativo;254;NAO
680015;Disco Branco Brilho, Tam 35cm (9935);Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;6;NAO
680016;Adesivos Para Contentores;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680017;Disco Verde Limpeza, Tam 51cm (9851);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Ativo;1;NAO
680018;Disco Preto Removedor, Tam 51cm (9651);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Ativo;17;NAO
680019;Disco Branco Brilho, Tam 51cm (9951) Bettanin;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680020;Escova Nylon 350 C/flange;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;9;NAO
680021;Esponja Macia Amarela (9399);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Inativo;0;NAO
680022;Disco Branco Brilho, Tam 41cm (9941);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Inativo;0;NAO
680023;Esponja De Aço Inox Max L.pesada;Outros;Outros;Produto profissional;;Unidade;1;Nobre;;Inativo;0;NAO
680024;Escova De Nylon Bralimpia 350mm;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680025;Escova De Nylon Bralimpia 410mm;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680026;Escova De Nylon Bralimpia 510mm;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680027;Escova De Nylon Bralimpia 440mm;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
680028;Disco Pelo De Porco Polimento De Pisos 510mm;Outros;Outros;Produto profissional;;Unidade;1;3M;;Inativo;0;NAO
6805309000;Esponja D/face Bca/verm 75x110 (9403);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Ativo;309;NAO
700000;Jarra De Vidro Mobile 15lt;Outros;Outros;Produto profissional;;Galão (15L);1;;;Inativo;0;NAO
700001;Taça Champagne;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700002;Sousplat Aço Inox Cosmos;Outros;Outros;Produto profissional;;Unidade;1;Tramontina;;Inativo;0;NAO
700003;Guardanapo 20x20,5cm, FD 40x50fls;Papel e Descartáveis;Guardanapo;Produto profissional;;Unidade;1;Imperial;;Ativo;5;NAO
700004;Petisqueira Colonial Redonda;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700005;Espelho De Segurança Convexo 50cm;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700006;Espelho De Segurança Convexo 60cm;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700007;Sinalizador De Garagem Bivolt;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700008;Quebra Molas Borracha Meio 100x35x5cm;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700009;Kit Para Fixacao;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700010;Ponteira Q.molas Borracha Fim 17,5x35x5cm;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700011;Rechaud Retang Aço Inox Tpa Girat 2 Cubas;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Tramon;;Inativo;0;NAO
700012;Prato Redondo Raso Porcelana Refeiçao, Branca;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700013;Prato Redondo Fundo Porcelana Refeiçao, Branca;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700014;Prato Redondo Raso Porcelana Sobremesa, Branca;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700015;Xicara C/pires Porcelana , Branca;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700016;Rack P/lavagem De Copos C/dezesseis Compart;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700017;Rack P/lavagem De Pratos Com Pinos;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700018;Rack P/lavagem De Talheres, Malha Fina;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
700019;Rechaud De Ferro Fund C/02 Fogareiros;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Fumil;;Inativo;0;NAO
700020;Panela De Ferro Fund 9l C/fogareiro;Outros;Outros;Produto profissional;;Galão (9L);1;Fumil;;Inativo;0;NAO
700021;Balde Gelo C/pinça 950ml Moncayo/bormioli Rocco;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;;;Inativo;0;NAO
700022;Rechaud Aço Inox Redondo Tpa Girat;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Tramontina;;Inativo;0;NAO
700023;Lacre De Segurança PCT C/100un Mod Ancora;Outros;Outros;Produto profissional;;Pacote;100;;;Inativo;0;NAO
700024;Lacre De Segurança PCT C/100un Mod Trava Dupla;Outros;Outros;Produto profissional;;Pacote;100;;;Inativo;0;NAO
700025;Bowl De Louça Branca 350ml;Outros;Outros;Produto profissional;;Frasco (350ml);1;;;Inativo;0;NAO
73193000;Alfinete P/mapa Cores C/50un;Outros;Outros;Produto profissional;;Caixa;50;Leonora;;Ativo;139;SIM
73239300;Lixeira Inox C/tampa Basculante 18,5x29cm;Equipamentos de Higiene;Coletores e Contentores;Produto profissional;;Unidade;1;Brinox;;Ativo;15;SIM
73269090;Rastelo Jardim Metal 18 Dentes Cabo 120-tramontina;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;SIM
760001;Extensao Telescopica 4,5m 3 Estágio;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
760002;Marmita C/ 3 Divisões Alumínio C/100un;Papel e Descartáveis;Pratos e Bandejas;Produto profissional;;Caixa;100;;;Inativo;0;NAO
760003;Organizador P/vassouras 6 Lugares Azul;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Bralimpi;;Inativo;0;NAO
76071990;Quentinha De Aluminio Manual Nr 09 C/100;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Unidade;1;;;Inativo;0;NAO
76169900;Escada De Alum Domestica 05 Degraus;Outros;Outros;Produto profissional;;Unidade;1;Mor;;Inativo;0;NAO
820001;Raspador Multiuso 10cm Azul;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Unidade;1;Bralimpia;;Ativo;2;NAO
820002;Barbeador Ult.grip Azul Cart.6x2un- Prestobarba;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
820003;Laminas Para Raspador Multiuso;Produtos de Limpeza;Limpador Multiuso;Uso geral em superfícies;;Unidade;1;Bralimpia;;Ativo;20;NAO
82141000;Apontador Simples C/24;Outros;Outros;Produto profissional;;Unidade;1;Axe;;Ativo;95;SIM
83052000;Grampos 26/6 C/5000un;Outros;Outros;Produto profissional;;Caixa;5000;Cis;;Inativo;0;SIM
83059000;Clips Nr.4/0 C/25 UN;Outros;Outros;Produto profissional;;Caixa;25;Ferplas;;Ativo;70;SIM
840001;Kit Aparelho Purificador De Ar;Higiene Pessoal;Aromatizantes e Purificadores;Ambiente fresco por horas;;Unidade;1;Nobre;;Inativo;0;NAO
840002;Enceradeira Indl Mod Cl350 110v Plus;Outros;Outros;Auto brilho para pisos;;Unidade;1;Cleaner;;Inativo;0;NAO
840003;Bebedouro De Pressao Brx 40 Inox 127v;Outros;Outros;Produto profissional;;Unidade;1;Begel;;Inativo;0;NAO
840004;Bebedouro Master Stille Inox 127v;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
840005;Enceradeira Indl Allclean 40;Outros;Outros;Auto brilho para pisos;;Unidade;1;Romher;;Inativo;0;NAO
840006;Enceradeira Indl Allclean 51;Outros;Outros;Auto brilho para pisos;;Unidade;1;Romher;;Inativo;0;NAO
840007;Filtro Para Bebedouro;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;1;NAO
840008;Bebedouro Master Stille Inox 220v;Outros;Outros;Produto profissional;;Unidade;1;Begel;;Inativo;0;NAO
840009;Bebedouro Brx 40 Inox 220v;Outros;Outros;Produto profissional;;Unidade;1;Begel;;Inativo;0;NAO
840010;Bebedouro Cinza De Garrafao 220v;Outros;Outros;Produto profissional;;Unidade;1;Begel;;Inativo;0;NAO
840011;Lavadora Carpete 110v 1400w;Outros;Outros;Produto profissional;;Unidade;1;Karcher;;Inativo;0;NAO
840012;Enceradeira 500mm;Outros;Outros;Auto brilho para pisos;;Unidade;1;Cleaner;;Inativo;0;NAO
840013;Bebedouro De Mesa Stille Branco 110/220v;Outros;Outros;Produto profissional;;Unidade;1;Begel;;Inativo;0;NAO
840014;Balde Esprem Doblo 2 Aguas 30lt Azul;Utensílios de Limpeza;Baldes com Espremedor;Sistema duplo, alta capacidade;;Barrica (5L);1;Bralimpia;;Inativo;0;NAO
840015;Balde Doblo 20 Flex Amarelo;Utensílios de Limpeza;Baldes;Produto profissional;;Barrica (5L);1;Bralimpia;;Ativo;3;NAO
840016;Kit Epi (prot.auric./luva Latex/masc E Oculo Prot);EPI e Segurança;Luvas de Borracha;Proteção química e mecânica;;Unidade;1;;;Inativo;0;NAO
840017;Aspirador De Po;Outros;Outros;Produto profissional;;Unidade;1;Mondial;;Inativo;0;NAO
840018;Extratora Prof Limpeza Pisos E Carpetes;Outros;Outros;Produto profissional;;Unidade;1;Karcher;;Inativo;0;NAO
840019;Oculos Ampla Visao C/valv Inc Carbografite;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
840020;Oculos De Acrilico;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
840021;Balde Esprem Doblo 2 Aguas 50lt;Utensílios de Limpeza;Baldes com Espremedor;Sistema duplo, alta capacidade;;Barrica (5L);1;Bralimpia;;Inativo;0;NAO
840022;Garrafa Termica Lumina 1,8l;Outros;Outros;Produto profissional;;Frasco (1L);1;Termolar;;Inativo;0;NAO
840023;Botijao Term.maxitermo 12l (azul E Verm)-termolar;Outros;Outros;Produto profissional;;Galão (12L);1;;;Inativo;0;NAO
840024;Botijao Termico Maxitermo 12l Verm,;Outros;Outros;Produto profissional;;Galão (12L);1;Termolar;;Inativo;0;NAO
840025;Garrafa Termica 2,5l (azul E Verme.);Outros;Outros;Produto profissional;;Frasco (2L);1;Soprano;;Inativo;0;NAO
840026;Garrafa Termica Verm, 2,5l;Outros;Outros;Produto profissional;;Frasco (2L);1;Soprano;;Inativo;0;NAO
840027;Botijao Termico Palace 9,5l Inox -;Outros;Outros;Produto profissional;;Galão (9L);1;;;Inativo;0;NAO
840028;Enceradeira Indl Mod Cl500 220v Plus;Outros;Outros;Auto brilho para pisos;;Unidade;1;Cleaner;;Inativo;0;NAO
